question,conditions
短期MATR回落的ST股，且业绩预告扭亏为盈,"[{""date"": ""2025-12-04"", ""factor"": ""短期matr回落"", ""id"": ""3926"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""st板块"", ""id"": ""651"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""业绩预告扭亏为盈"", ""id"": ""1171"", ""classid"": 5, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
帮我筛选出属于5日VOL中时序预警的股票,"[{""date"": ""2025-12-04"", ""factor"": ""5日vol中时序预警"", ""id"": ""1860"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
狙击强势的上市公司有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""狙击强势"", ""id"": ""1732"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
10日MACD反复死叉的股票,"[{""date"": ""2025-12-04"", ""factor"": ""10日macd反复死叉"", ""id"": ""1521"", ""classid"": 3, ""subclassid"": ""3"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
中期换手预警，高分红的股票有哪个,"[{""date"": ""2025-12-04"", ""factor"": ""中期换手预警"", ""id"": ""4002"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""高派息"", ""id"": ""175"", ""classid"": ""1"", ""subclassid"": ""3"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
体育产业中最具投资价值的公司应该是哪个？,"[{""date"": ""2025-12-04"", ""factor"": ""体育产业"", ""id"": ""388"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""价值成长"", ""id"": ""422"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
均线多头排到，30日换手变动活跃的股票,"[{""date"": ""2025-12-04"", ""factor"": ""短期均线多头"", ""id"": ""73"", ""classid"": 3, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""30日换手变动活跃"", ""id"": ""3912"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
10日换手预警，高分红的股票有哪个,"[{""date"": ""2025-12-04"", ""factor"": ""10日换手预警"", ""id"": ""3998"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""高派息"", ""id"": ""175"", ""classid"": ""1"", ""subclassid"": ""3"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
电力储能板块有哪些被高胜率游资卖出的股票,"[{""date"": ""2025-12-04"", ""factor"": ""电力|储能"", ""id"": ""3405|219"", ""classid"": """", ""subclassid"": """", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""高胜率游资卖出"", ""id"": ""4124"", ""classid"": 8, ""subclassid"": ""4"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
60日低点试探，知识产权，数字货币，算力概念的股票有哪些？,"[{""date"": ""2025-12-04"", ""factor"": ""60日低点试探"", ""id"": ""3715"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""知识产权"", ""id"": ""652"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""数字货币"", ""id"": ""699"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""算力概念"", ""id"": ""790"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
涉及CCI空头120日释放的上市公司有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""cci空头120日释放"", ""id"": ""1826"", ""classid"": 3, ""subclassid"": ""6"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
帮我筛选出属于20日VOL中时序预警的股票,"[{""date"": ""2025-12-04"", ""factor"": ""20日vol中时序预警"", ""id"": ""1862"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
今日公布财报的小盘股，且个股大资金流入,"[{""date"": ""2025-12-05"", ""factor"": ""今日公布财报"", ""id"": ""4149"", ""classid"": 5, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-05"", ""factor"": ""小盘"", ""id"": ""142"", ""classid"": 1, ""subclassid"": ""3"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-05"", ""factor"": ""超大单流入"", ""id"": ""1397"", ""classid"": 8, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-05"", ""factor"": ""今日公布财报"", ""id"": ""4149"", ""classid"": 5, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-05"", ""factor"": ""小盘"", ""id"": ""142"", ""classid"": 1, ""subclassid"": ""3"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-05"", ""factor"": ""超大单流入"", ""id"": ""1397"", ""classid"": 8, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
佛山系买入的龙头股是哪个股？,"[{""date"": ""2025-12-04"", ""factor"": ""佛山系买入"", ""id"": ""4109"", ""classid"": 8, ""subclassid"": ""4"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""月度强势"", ""id"": ""3"", ""classid"": 2, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
20日OBV背离的股票有哪些？,"[{""date"": ""2025-12-04"", ""factor"": ""20日obv背离"", ""id"": ""1665"", ""classid"": 3, ""subclassid"": ""11"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
"概念板块同时具备商业航天,液冷服务器,算力,AI,数据中心，并且出现百日地量的股票有哪些？","[{""date"": ""2025-12-04"", ""factor"": ""商业航天（航天航空）"", ""id"": ""224"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""液冷概念"", ""id"": ""1469"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""算力概念"", ""id"": ""790"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""人工智能"", ""id"": ""415"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""idc概念（数据中心）"", ""id"": ""723"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""百日地量"", ""id"": ""1232"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
开源五虎卖出的股票有哪些,"[{""date"": ""2025-12-05"", ""factor"": ""开源五虎卖出"", ""id"": ""7336"", ""classid"": 8, ""subclassid"": ""4"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
250日涨幅异动的股票,"[{""date"": ""2025-12-04"", ""factor"": ""250日涨幅异动"", ""id"": ""1590"", ""classid"": 2, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
储能概念龙头，且出现KD短期反复死叉,"[{""date"": ""2025-12-04"", ""factor"": ""储能"", ""id"": ""219"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""kd短期反复死叉"", ""id"": ""1534"", ""classid"": 3, ""subclassid"": ""4"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
OBV长期新低的股票有哪些？,"[{""date"": ""2025-12-04"", ""factor"": ""obv长期新低"", ""id"": ""1662"", ""classid"": 3, ""subclassid"": ""11"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
券商板块中周线活跃的有哪些？,"[{""date"": ""2025-12-04"", ""factor"": ""券商"", ""id"": ""266"", ""classid"": 1, ""subclassid"": ""1"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""周线活跃"", ""id"": ""3987"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
今天90日换手变动创历史新高的股票,"[{""date"": ""2025-12-04"", ""factor"": ""90日换手变动新高"", ""id"": ""3859"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
预测每股收益增长率行业靠前且涨幅超过10%的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""预测每股收益增长率行业靠前"", ""id"": ""863"", ""classid"": 6, ""subclassid"": ""3"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""1日涨幅"", ""id"": ""c24[1]>10%"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort"": ""降序"", ""sort_type"": ""2""}]"
前3月销额累计值同比稳增(食饮)，市值小于等于100亿，均线多头排列,"[{""date"": ""2025-12-04"", ""factor"": ""总市值"", ""id"": ""c42<=100.0亿元"", ""classid"": ""1"", ""subclassid"": ""8"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1""}, {""date"": ""2025-12-04"", ""factor"": ""短期均线多头"", ""id"": ""73"", ""classid"": 3, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
沪深两市中期新高的半导体设备公司有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""中期新高"", ""id"": ""36"", ""classid"": 2, ""subclassid"": ""4"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""半导体设备"", ""id"": ""1686"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""沪市等权|深市等权"", ""id"": ""846|847"", ""classid"": ""1"", ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""中期新高"", ""id"": ""36"", ""classid"": 2, ""subclassid"": ""4"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""半导体设备"", ""id"": ""1686"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""沪市等权|深市等权"", ""id"": ""846|847"", ""classid"": ""1"", ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
量价顶背离，总市值小于50亿,"[{""date"": ""2025-12-04"", ""factor"": ""量价顶背离"", ""id"": ""123"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""总市值"", ""id"": ""c42<50.0亿元"", ""classid"": ""1"", ""subclassid"": ""8"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1""}]"
帮我找120日换手变动新高，市值≤100亿，利润增长≥30%的股票,"[{""date"": ""2025-12-04"", ""factor"": ""120日换手变动新高"", ""id"": ""3860"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""总市值"", ""id"": ""c42<=100.0亿元"", ""classid"": ""1"", ""subclassid"": ""8"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1""}, {""date"": ""2025-12-04"", ""factor"": ""净利润增长"", ""id"": ""c103[1]>=30%"", ""classid"": ""3"", ""subclassid"": ""3"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
20日均偏新高的，人型机器人公司股价在7元上下的有哪几家？,"[{""date"": ""2025-12-04"", ""factor"": ""20日均偏新高"", ""id"": ""3663"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""人形机器人"", ""id"": ""7030"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""收盘价_不复权"", ""id"": ""c4>=6.3"", ""classid"": """", ""subclassid"": """", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""收盘价_不复权"", ""id"": ""c4<=7.7"", ""classid"": """", ""subclassid"": """", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
北交所下一个30日BIAS积极的股票是哪个,"[{""date"": ""2025-12-04"", ""factor"": ""北交所等权"", ""id"": ""865"", ""classid"": 1, ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""30日bias积极"", ""id"": ""3751"", ""classid"": 3, ""subclassid"": ""10"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
20日OBV背离的个股有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""20日obv背离"", ""id"": ""1665"", ""classid"": 3, ""subclassid"": ""11"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
外盘关联影响的股票,"[{""date"": ""2025-12-05"", ""factor"": ""外盘关联影响"", ""id"": ""7343"", ""classid"": 10, ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
截止最近一个交易日60日超大流出新高的个股有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""60日超大流出新高"", ""id"": ""1682"", ""classid"": 8, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
存储芯片概念中，20日内KD反复金叉的公司有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""存储概念"", ""id"": ""3642"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""20日kd反复金叉"", ""id"": ""1531"", ""classid"": 3, ""subclassid"": ""4"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
20日换手变动创长期新低的人形机器人概念股有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""20日换手变动长期新低"", ""id"": ""3880"", ""classid"": 3, ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""人形机器人"", ""id"": ""7030"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
250日乖离新高的股票有哪些，能炒吗,"[{""date"": ""2025-12-04"", ""factor"": ""250日乖离新高"", ""id"": ""1579"", ""classid"": 3, ""subclassid"": ""10"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
5交易日内业绩预告继续亏损的股票,"[{""date"": ""2025-12-04"", ""factor"": ""业绩预告继续亏损"", ""id"": ""1179"", ""classid"": 5, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
突破120日SAR，回踩20均线个股,"[{""date"": ""2025-12-04"", ""factor"": ""突破120日sar"", ""id"": ""1914"", ""classid"": 3, ""subclassid"": ""13"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""回踩月线"", ""id"": ""1288"", ""classid"": 2, ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
昨日资金抢筹，涨幅4-5%的股票,"[{""date"": ""2025-12-03"", ""factor"": ""资金抢筹"", ""id"": ""1310"", ""classid"": ""8"", ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""1日涨幅"", ""id"": ""c24[1]>=4%"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort"": ""降序"", ""sort_type"": ""2""}, {""date"": ""2025-12-04"", ""factor"": ""1日涨幅"", ""id"": ""c24[1]<=5%"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1""}]"
"我是一名A股投资者,请问下破30日线且属于固态电池概念的上市公司有哪些,龙头是那个公司？","[{""date"": ""2025-12-04"", ""factor"": ""下破30日线"", ""id"": ""1516"", ""classid"": 3, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""固态电池"", ""id"": ""663"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
5日均偏新高的，人型机器人公司股价在7元上下的有哪几家？,"[{""date"": ""2025-12-04"", ""factor"": ""5日均偏新高"", ""id"": ""3661"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""人形机器人"", ""id"": ""7030"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""收盘价_不复权"", ""id"": ""c4>=6.3"", ""classid"": """", ""subclassid"": """", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""收盘价_不复权"", ""id"": ""c4<=7.7"", ""classid"": """", ""subclassid"": """", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
OBV短期新低的股票有哪些？,"[{""date"": ""2025-12-04"", ""factor"": ""obv短期新低"", ""id"": ""1656"", ""classid"": 3, ""subclassid"": ""11"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
今天成交额达10亿且中期均线多头的股票,"[{""date"": ""2025-12-04"", ""factor"": ""1日均成交额"", ""id"": ""c33[1]>=1000000000"", ""classid"": ""1"", ""subclassid"": ""4"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""中期均线多头"", ""id"": ""74"", ""classid"": 3, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
前2月销额累计值同比剧增的半导体股有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""半导体"", ""id"": ""547"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
阶梯量比的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""阶梯量比"", ""id"": ""1302"", ""classid"": 3, ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
3日资金连续流出的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""3日资金连续流出"", ""id"": ""1254"", ""classid"": 8, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
赵建平、赵吉持股的股票,"[{""date"": ""2025-12-04"", ""factor"": ""赵建平、赵吉持股"", ""id"": ""4057"", ""classid"": 8, ""subclassid"": ""3"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
消费电子板块出现10日超短底背离的公司有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""消费电子"", ""id"": ""648"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""10日超短底背离"", ""id"": ""4029"", ""classid"": 3, ""subclassid"": ""10"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
著名刺客买入的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""著名刺客买入"", ""id"": ""4127"", ""classid"": 8, ""subclassid"": ""4"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
20日BIAS积极的票,"[{""date"": ""2025-12-04"", ""factor"": ""20日bias积极"", ""id"": ""3743"", ""classid"": 3, ""subclassid"": ""10"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
老牌游资卖出的上市公司有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""老牌游资卖出"", ""id"": ""4114"", ""classid"": 8, ""subclassid"": ""4"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
AI智能体且多模态，500日线中期波幅新高的个股,"[{""date"": ""2025-12-04"", ""factor"": ""AIAgent（AI助理）"", ""id"": ""5184"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""ai多模态"", ""id"": ""5185"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""500日线中期波幅新高"", ""id"": ""1758"", ""classid"": 3, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
120日低点试探，知识产权，数字货币，算力概念的股票有哪些？,"[{""date"": ""2025-12-04"", ""factor"": ""120日低点试探"", ""id"": ""3716"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""知识产权"", ""id"": ""652"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""数字货币"", ""id"": ""699"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""算力概念"", ""id"": ""790"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
突破60日SAR，回踩20均线个股,"[{""date"": ""2025-12-04"", ""factor"": ""突破60日sar"", ""id"": ""1913"", ""classid"": 3, ""subclassid"": ""13"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""回踩月线"", ""id"": ""1288"", ""classid"": 2, ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
"请筛选券商股中净利润增长大于0%，总市值100亿以下,一个月内涨幅小于百分之十的股票","[{""date"": ""2025-12-05"", ""factor"": ""券商"", ""id"": ""266"", ""classid"": 1, ""subclassid"": ""1"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-05"", ""factor"": ""净利润增长"", ""id"": ""c103[1]>0%"", ""classid"": ""3"", ""subclassid"": ""3"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-05"", ""factor"": ""总市值"", ""id"": ""c42<100.0亿元"", ""classid"": ""1"", ""subclassid"": ""8"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1""}, {""date"": ""2025-12-05"", ""factor"": ""20日涨幅"", ""id"": ""c24[7]<10%"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1""}]"
短期人气活跃且市盈率最低的十只股票,"[{""date"": ""2025-12-04"", ""factor"": ""短期人气活跃"", ""id"": ""1895"", ""classid"": 3, ""subclassid"": ""12"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""动态市盈率"", ""id"": ""c49"", ""classid"": ""1"", ""subclassid"": ""10"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1"", ""limit"": ""10""}]"
"概念板块同时具备商业航天,液冷服务器,算力,AI,数据中心且短期窄幅波动的股票有哪些？","[{""date"": ""2025-12-04"", ""factor"": ""商业航天（航天航空）"", ""id"": ""224"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""液冷概念"", ""id"": ""1469"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""算力概念"", ""id"": ""790"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""人工智能"", ""id"": ""415"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""idc概念（数据中心）"", ""id"": ""723"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""短期窄幅波动"", ""id"": ""43"", ""classid"": 2, ""subclassid"": ""5"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
十字星的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""十字星"", ""id"": ""72"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
昨天Vmacd水下金叉，尾盘拉升幅度百分之一以上，且市值百亿以内的股票,"[{""date"": ""2025-12-03"", ""factor"": ""Vmacd水下金叉"", ""id"": ""1235"", ""classid"": ""3"", ""subclassid"": ""9"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""总市值"", ""id"": ""c42<100.0亿元"", ""classid"": ""1"", ""subclassid"": ""8"", ""back_test_type"": ""1"", ""sort"": ""升序"", ""sort_type"": ""1""}]"
"我是一名A股投资者,请问下破60日线且属于固态电池概念的上市公司有哪些,龙头是那个公司？","[{""date"": ""2025-12-04"", ""factor"": ""下破60日线"", ""id"": ""1517"", ""classid"": 3, ""subclassid"": ""2"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""固态电池"", ""id"": ""663"", ""classid"": 1, ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}]"
选出9月3日短线爆发股；非st板；非科创板,"[{""date"": ""2025-09-03"", ""factor"": ""短线爆发"", ""id"": ""1728"", ""classid"": ""3"", ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""非ST板块"", ""id"": ""!651"", ""classid"": ""1"", ""subclassid"": ""2"", ""back_test_type"": ""2"", ""sort_type"": ""0""}, {""date"": ""2025-12-04"", ""factor"": ""非科创板"", ""id"": ""7349"", ""classid"": 1, ""subclassid"": ""7"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
突破在即的股票有哪些,"[{""date"": ""2025-12-04"", ""factor"": ""突破在即"", ""id"": ""65"", ""classid"": 3, ""subclassid"": ""1"", ""back_test_type"": ""1"", ""sort_type"": ""0""}]"
